SUBJECT,OBJECT,LABEL
http://id.dbpedia.org/resource/Gong_Li,http://uk.dbpedia.org/resource/Гун_Лі,k
http://id.dbpedia.org/resource/Gong_Li,http://uk.dbpedia.org/resource/Ґун_Лі,k
http://id.dbpedia.org/resource/Gong_Li,http://uz.dbpedia.org/resource/Gong_Li,k
http://id.dbpedia.org/resource/Gong_Li,http://vi.dbpedia.org/resource/Củng_Lợi,k
http://id.dbpedia.org/resource/Gong_Li,http://war.dbpedia.org/resource/Gong_Li,k
http://id.dbpedia.org/resource/Gong_Li,http://www.wikidata.org/entity/Q150903,k
http://id.dbpedia.org/resource/Gong_Li,http://zh.dbpedia.org/resource/巩俐,k
http://it.dbpedia.org/resource/Gong_Li,http://ja.dbpedia.org/resource/コン・リー,k
http://it.dbpedia.org/resource/Gong_Li,http://jv.dbpedia.org/resource/Gong_Li,k
http://it.dbpedia.org/resource/Gong_Li,http://kk.dbpedia.org/resource/Гун_Ли,k
http://it.dbpedia.org/resource/Gong_Li,http://ko.dbpedia.org/resource/궁리,k
http://it.dbpedia.org/resource/Gong_Li,http://mr.dbpedia.org/resource/कोंग_ली,k
http://it.dbpedia.org/resource/Gong_Li,http://ms.dbpedia.org/resource/Gong_Li,k
http://it.dbpedia.org/resource/Gong_Li,http://ne.dbpedia.org/resource/गोङ_ली,k
http://it.dbpedia.org/resource/Gong_Li,http://nl.dbpedia.org/resource/Gong_Li,k
http://it.dbpedia.org/resource/Gong_Li,http://no.dbpedia.org/resource/Gong_Li,k
http://it.dbpedia.org/resource/Gong_Li,http://pl.dbpedia.org/resource/Gong_Li,k
http://it.dbpedia.org/resource/Gong_Li,http://pt.dbpedia.org/resource/Gong_Li,k
http://it.dbpedia.org/resource/Gong_Li,http://rdf.freebase.com/ns/m.0139t1,k
http://it.dbpedia.org/resource/Gong_Li,http://ro.dbpedia.org/resource/Gong_Li,k
http://it.dbpedia.org/resource/Gong_Li,http://ru.dbpedia.org/resource/Гун_Ли,k
http://it.dbpedia.org/resource/Gong_Li,http://sh.dbpedia.org/resource/Gong_Li,k
http://it.dbpedia.org/resource/Gong_Li,http://sq.dbpedia.org/resource/Gong_Li,k
http://it.dbpedia.org/resource/Gong_Li,http://sv.dbpedia.org/resource/Gong_Li,k
http://it.dbpedia.org/resource/Gong_Li,http://th.dbpedia.org/resource/กง_ลี่,k
http://it.dbpedia.org/resource/Gong_Li,http://tr.dbpedia.org/resource/Gong_Li,k
http://it.dbpedia.org/resource/Gong_Li,http://uk.dbpedia.org/resource/Гун_Лі,k
http://it.dbpedia.org/resource/Gong_Li,http://uk.dbpedia.org/resource/Ґун_Лі,k
http://it.dbpedia.org/resource/Gong_Li,http://uz.dbpedia.org/resource/Gong_Li,k
http://it.dbpedia.org/resource/Gong_Li,http://vi.dbpedia.org/resource/Củng_Lợi,k
http://it.dbpedia.org/resource/Gong_Li,http://war.dbpedia.org/resource/Gong_Li,k
http://it.dbpedia.org/resource/Gong_Li,http://www.wikidata.org/entity/Q150903,k
http://it.dbpedia.org/resource/Gong_Li,http://zh.dbpedia.org/resource/巩俐,k
http://ja.dbpedia.org/resource/コン・リー,http://ja.dbpedia.org/resource/%E3%82%B3%E3%83%B3%E3%83%BB%E3%83%AA%E3%83%BC,k
http://ja.dbpedia.org/resource/コン・リー,http://jv.dbpedia.org/resource/Gong_Li,k
http://ja.dbpedia.org/resource/コン・リー,http://kk.dbpedia.org/resource/Гун_Ли,k
http://ja.dbpedia.org/resource/コン・リー,http://ko.dbpedia.org/resource/궁리,k
http://ja.dbpedia.org/resource/コン・リー,http://mr.dbpedia.org/resource/कोंग_ली,k
http://ja.dbpedia.org/resource/コン・リー,http://ms.dbpedia.org/resource/Gong_Li,k
http://ja.dbpedia.org/resource/コン・リー,http://ne.dbpedia.org/resource/गोङ_ली,k
http://ja.dbpedia.org/resource/コン・リー,http://nl.dbpedia.org/resource/Gong_Li,k
http://ja.dbpedia.org/resource/コン・リー,http://no.dbpedia.org/resource/Gong_Li,k
http://ja.dbpedia.org/resource/コン・リー,http://pl.dbpedia.org/resource/Gong_Li,k
http://ja.dbpedia.org/resource/コン・リー,http://pt.dbpedia.org/resource/Gong_Li,k
http://ja.dbpedia.org/resource/コン・リー,http://rdf.freebase.com/ns/m.0139t1,k
http://ja.dbpedia.org/resource/コン・リー,http://ro.dbpedia.org/resource/Gong_Li,k
http://ja.dbpedia.org/resource/コン・リー,http://ru.dbpedia.org/resource/Гун_Ли,k
http://ja.dbpedia.org/resource/コン・リー,http://sh.dbpedia.org/resource/Gong_Li,k
http://ja.dbpedia.org/resource/コン・リー,http://sq.dbpedia.org/resource/Gong_Li,k
http://ja.dbpedia.org/resource/コン・リー,http://sv.dbpedia.org/resource/Gong_Li,k
http://ja.dbpedia.org/resource/コン・リー,http://th.dbpedia.org/resource/กง_ลี่,k
http://ja.dbpedia.org/resource/コン・リー,http://tr.dbpedia.org/resource/Gong_Li,k
http://ja.dbpedia.org/resource/コン・リー,http://uk.dbpedia.org/resource/Гун_Лі,k
http://ja.dbpedia.org/resource/コン・リー,http://uk.dbpedia.org/resource/Ґун_Лі,k
http://ja.dbpedia.org/resource/コン・リー,http://uz.dbpedia.org/resource/Gong_Li,k
http://ja.dbpedia.org/resource/コン・リー,http://vi.dbpedia.org/resource/Củng_Lợi,k
http://ja.dbpedia.org/resource/コン・リー,http://war.dbpedia.org/resource/Gong_Li,k
http://ja.dbpedia.org/resource/コン・リー,http://www.wikidata.org/entity/Q150903,k
http://ja.dbpedia.org/resource/コン・リー,http://zh.dbpedia.org/resource/巩俐,k
http://jv.dbpedia.org/resource/Gong_Li,http://kk.dbpedia.org/resource/Гун_Ли,k
http://jv.dbpedia.org/resource/Gong_Li,http://ko.dbpedia.org/resource/궁리,k
http://jv.dbpedia.org/resource/Gong_Li,http://mr.dbpedia.org/resource/कोंग_ली,k
http://jv.dbpedia.org/resource/Gong_Li,http://ms.dbpedia.org/resource/Gong_Li,k
http://jv.dbpedia.org/resource/Gong_Li,http://ne.dbpedia.org/resource/गोङ_ली,k
http://jv.dbpedia.org/resource/Gong_Li,http://nl.dbpedia.org/resource/Gong_Li,k
http://jv.dbpedia.org/resource/Gong_Li,http://no.dbpedia.org/resource/Gong_Li,k
http://jv.dbpedia.org/resource/Gong_Li,http://pl.dbpedia.org/resource/Gong_Li,k
http://jv.dbpedia.org/resource/Gong_Li,http://pt.dbpedia.org/resource/Gong_Li,k
http://jv.dbpedia.org/resource/Gong_Li,http://ro.dbpedia.org/resource/Gong_Li,k
http://jv.dbpedia.org/resource/Gong_Li,http://ru.dbpedia.org/resource/Гун_Ли,k
http://jv.dbpedia.org/resource/Gong_Li,http://sh.dbpedia.org/resource/Gong_Li,k
http://jv.dbpedia.org/resource/Gong_Li,http://sq.dbpedia.org/resource/Gong_Li,k
http://jv.dbpedia.org/resource/Gong_Li,http://sv.dbpedia.org/resource/Gong_Li,k
http://jv.dbpedia.org/resource/Gong_Li,http://th.dbpedia.org/resource/กง_ลี่,k
http://jv.dbpedia.org/resource/Gong_Li,http://tr.dbpedia.org/resource/Gong_Li,k
http://jv.dbpedia.org/resource/Gong_Li,http://uk.dbpedia.org/resource/Гун_Лі,k
http://jv.dbpedia.org/resource/Gong_Li,http://uz.dbpedia.org/resource/Gong_Li,k
http://jv.dbpedia.org/resource/Gong_Li,http://vi.dbpedia.org/resource/Củng_Lợi,k
http://jv.dbpedia.org/resource/Gong_Li,http://war.dbpedia.org/resource/Gong_Li,k
http://jv.dbpedia.org/resource/Gong_Li,http://www.wikidata.org/entity/Q150903,k
http://jv.dbpedia.org/resource/Gong_Li,http://zh.dbpedia.org/resource/巩俐,k
http://kk.dbpedia.org/resource/Гун_Ли,http://kk.dbpedia.org/resource/%D0%93%D1%83%D0%BD_%D0%9B%D0%B8,k
http://kk.dbpedia.org/resource/Гун_Ли,http://ko.dbpedia.org/resource/궁리,k
http://kk.dbpedia.org/resource/Гун_Ли,http://mr.dbpedia.org/resource/कोंग_ली,k
http://kk.dbpedia.org/resource/Гун_Ли,http://ms.dbpedia.org/resource/Gong_Li,k
http://kk.dbpedia.org/resource/Гун_Ли,http://ne.dbpedia.org/resource/गोङ_ली,k
http://kk.dbpedia.org/resource/Гун_Ли,http://nl.dbpedia.org/resource/Gong_Li,k
http://kk.dbpedia.org/resource/Гун_Ли,http://no.dbpedia.org/resource/Gong_Li,k
http://kk.dbpedia.org/resource/Гун_Ли,http://pl.dbpedia.org/resource/Gong_Li,k
http://kk.dbpedia.org/resource/Гун_Ли,http://pt.dbpedia.org/resource/Gong_Li,k
http://kk.dbpedia.org/resource/Гун_Ли,http://ro.dbpedia.org/resource/Gong_Li,k
http://kk.dbpedia.org/resource/Гун_Ли,http://ru.dbpedia.org/resource/Гун_Ли,k
http://kk.dbpedia.org/resource/Гун_Ли,http://sh.dbpedia.org/resource/Gong_Li,k
http://kk.dbpedia.org/resource/Гун_Ли,http://sq.dbpedia.org/resource/Gong_Li,k
http://kk.dbpedia.org/resource/Гун_Ли,http://sv.dbpedia.org/resource/Gong_Li,k
http://kk.dbpedia.org/resource/Гун_Ли,http://th.dbpedia.org/resource/กง_ลี่,k
http://kk.dbpedia.org/resource/Гун_Ли,http://tr.dbpedia.org/resource/Gong_Li,k
http://kk.dbpedia.org/resource/Гун_Ли,http://uk.dbpedia.org/resource/Гун_Лі,k
http://kk.dbpedia.org/resource/Гун_Ли,http://uz.dbpedia.org/resource/Gong_Li,k
http://kk.dbpedia.org/resource/Гун_Ли,http://vi.dbpedia.org/resource/Củng_Lợi,k
http://kk.dbpedia.org/resource/Гун_Ли,http://war.dbpedia.org/resource/Gong_Li,k
http://kk.dbpedia.org/resource/Гун_Ли,http://www.wikidata.org/entity/Q150903,k
http://kk.dbpedia.org/resource/Гун_Ли,http://zh.dbpedia.org/resource/巩俐,k
http://ko.dbpedia.org/resource/궁리,http://ko.dbpedia.org/resource/%EA%B6%81%EB%A6%AC,k
http://ko.dbpedia.org/resource/궁리,http://mr.dbpedia.org/resource/कोंग_ली,k
http://ko.dbpedia.org/resource/궁리,http://ms.dbpedia.org/resource/Gong_Li,k
http://ko.dbpedia.org/resource/궁리,http://ne.dbpedia.org/resource/गोङ_ली,k
http://ko.dbpedia.org/resource/궁리,http://nl.dbpedia.org/resource/Gong_Li,k
http://ko.dbpedia.org/resource/궁리,http://no.dbpedia.org/resource/Gong_Li,k
http://ko.dbpedia.org/resource/궁리,http://pl.dbpedia.org/resource/Gong_Li,k
http://ko.dbpedia.org/resource/궁리,http://pt.dbpedia.org/resource/Gong_Li,k
http://ko.dbpedia.org/resource/궁리,http://rdf.freebase.com/ns/m.0139t1,k
http://ko.dbpedia.org/resource/궁리,http://ro.dbpedia.org/resource/Gong_Li,k
http://ko.dbpedia.org/resource/궁리,http://ru.dbpedia.org/resource/Гун_Ли,k
http://ko.dbpedia.org/resource/궁리,http://sh.dbpedia.org/resource/Gong_Li,k
http://ko.dbpedia.org/resource/궁리,http://sq.dbpedia.org/resource/Gong_Li,k
http://ko.dbpedia.org/resource/궁리,http://sv.dbpedia.org/resource/Gong_Li,k
http://ko.dbpedia.org/resource/궁리,http://th.dbpedia.org/resource/กง_ลี่,k
http://ko.dbpedia.org/resource/궁리,http://tr.dbpedia.org/resource/Gong_Li,k
http://ko.dbpedia.org/resource/궁리,http://uk.dbpedia.org/resource/Гун_Лі,k
http://ko.dbpedia.org/resource/궁리,http://uk.dbpedia.org/resource/Ґун_Лі,k
http://ko.dbpedia.org/resource/궁리,http://uz.dbpedia.org/resource/Gong_Li,k
http://ko.dbpedia.org/resource/궁리,http://vi.dbpedia.org/resource/Củng_Lợi,k
http://ko.dbpedia.org/resource/궁리,http://war.dbpedia.org/resource/Gong_Li,k
http://ko.dbpedia.org/resource/궁리,http://www.wikidata.org/entity/Q150903,k
http://ko.dbpedia.org/resource/궁리,http://zh.dbpedia.org/resource/巩俐,k
http://mr.dbpedia.org/resource/कोंग_ली,http://mr.dbpedia.org/resource/%E0%A4%95%E0%A5%8B%E0%A4%82%E0%A4%97_%E0%A4%B2%E0%A5%80,k
http://mr.dbpedia.org/resource/कोंग_ली,http://ms.dbpedia.org/resource/Gong_Li,k
http://mr.dbpedia.org/resource/कोंग_ली,http://ne.dbpedia.org/resource/गोङ_ली,k
http://mr.dbpedia.org/resource/कोंग_ली,http://nl.dbpedia.org/resource/Gong_Li,k
http://mr.dbpedia.org/resource/कोंग_ली,http://no.dbpedia.org/resource/Gong_Li,k
http://mr.dbpedia.org/resource/कोंग_ली,http://pl.dbpedia.org/resource/Gong_Li,k
http://mr.dbpedia.org/resource/कोंग_ली,http://pt.dbpedia.org/resource/Gong_Li,k
http://mr.dbpedia.org/resource/कोंग_ली,http://ro.dbpedia.org/resource/Gong_Li,k
http://mr.dbpedia.org/resource/कोंग_ली,http://ru.dbpedia.org/resource/Гун_Ли,k
http://mr.dbpedia.org/resource/कोंग_ली,http://sh.dbpedia.org/resource/Gong_Li,k
http://mr.dbpedia.org/resource/कोंग_ली,http://sq.dbpedia.org/resource/Gong_Li,k
http://mr.dbpedia.org/resource/कोंग_ली,http://sv.dbpedia.org/resource/Gong_Li,k
http://mr.dbpedia.org/resource/कोंग_ली,http://th.dbpedia.org/resource/กง_ลี่,k
http://mr.dbpedia.org/resource/कोंग_ली,http://tr.dbpedia.org/resource/Gong_Li,k
http://mr.dbpedia.org/resource/कोंग_ली,http://uk.dbpedia.org/resource/Гун_Лі,k
http://mr.dbpedia.org/resource/कोंग_ली,http://uz.dbpedia.org/resource/Gong_Li,k
http://mr.dbpedia.org/resource/कोंग_ली,http://vi.dbpedia.org/resource/Củng_Lợi,k
http://mr.dbpedia.org/resource/कोंग_ली,http://war.dbpedia.org/resource/Gong_Li,k
http://mr.dbpedia.org/resource/कोंग_ली,http://www.wikidata.org/entity/Q150903,k
http://mr.dbpedia.org/resource/कोंग_ली,http://zh.dbpedia.org/resource/巩俐,k
http://ms.dbpedia.org/resource/Gong_Li,http://ne.dbpedia.org/resource/गोङ_ली,k
http://ms.dbpedia.org/resource/Gong_Li,http://nl.dbpedia.org/resource/Gong_Li,k
http://ms.dbpedia.org/resource/Gong_Li,http://no.dbpedia.org/resource/Gong_Li,k
http://ms.dbpedia.org/resource/Gong_Li,http://pl.dbpedia.org/resource/Gong_Li,k
http://ms.dbpedia.org/resource/Gong_Li,http://pt.dbpedia.org/resource/Gong_Li,k
http://ms.dbpedia.org/resource/Gong_Li,http://rdf.freebase.com/ns/m.0139t1,k
http://ms.dbpedia.org/resource/Gong_Li,http://ro.dbpedia.org/resource/Gong_Li,k
http://ms.dbpedia.org/resource/Gong_Li,http://ru.dbpedia.org/resource/Гун_Ли,k
http://ms.dbpedia.org/resource/Gong_Li,http://sh.dbpedia.org/resource/Gong_Li,k
http://ms.dbpedia.org/resource/Gong_Li,http://sq.dbpedia.org/resource/Gong_Li,k
http://ms.dbpedia.org/resource/Gong_Li,http://sv.dbpedia.org/resource/Gong_Li,k
http://ms.dbpedia.org/resource/Gong_Li,http://th.dbpedia.org/resource/กง_ลี่,k
http://ms.dbpedia.org/resource/Gong_Li,http://tr.dbpedia.org/resource/Gong_Li,k
http://ms.dbpedia.org/resource/Gong_Li,http://uk.dbpedia.org/resource/Гун_Лі,k
http://ms.dbpedia.org/resource/Gong_Li,http://uz.dbpedia.org/resource/Gong_Li,k
http://ms.dbpedia.org/resource/Gong_Li,http://vi.dbpedia.org/resource/Củng_Lợi,k
http://ms.dbpedia.org/resource/Gong_Li,http://war.dbpedia.org/resource/Gong_Li,k
http://ms.dbpedia.org/resource/Gong_Li,http://www.wikidata.org/entity/Q150903,k
http://ms.dbpedia.org/resource/Gong_Li,http://zh.dbpedia.org/resource/巩俐,k
http://ne.dbpedia.org/resource/गोङ_ली,http://ne.dbpedia.org/resource/%E0%A4%97%E0%A5%8B%E0%A4%99_%E0%A4%B2%E0%A5%80,k
http://ne.dbpedia.org/resource/गोङ_ली,http://nl.dbpedia.org/resource/Gong_Li,k
http://ne.dbpedia.org/resource/गोङ_ली,http://no.dbpedia.org/resource/Gong_Li,k
http://ne.dbpedia.org/resource/गोङ_ली,http://pl.dbpedia.org/resource/Gong_Li,k
http://ne.dbpedia.org/resource/गोङ_ली,http://pt.dbpedia.org/resource/Gong_Li,k
http://ne.dbpedia.org/resource/गोङ_ली,http://ro.dbpedia.org/resource/Gong_Li,k
http://ne.dbpedia.org/resource/गोङ_ली,http://ru.dbpedia.org/resource/Гун_Ли,k
http://ne.dbpedia.org/resource/गोङ_ली,http://sh.dbpedia.org/resource/Gong_Li,k
http://ne.dbpedia.org/resource/गोङ_ली,http://sq.dbpedia.org/resource/Gong_Li,k
http://ne.dbpedia.org/resource/गोङ_ली,http://sv.dbpedia.org/resource/Gong_Li,k
http://ne.dbpedia.org/resource/गोङ_ली,http://th.dbpedia.org/resource/กง_ลี่,k
http://ne.dbpedia.org/resource/गोङ_ली,http://tr.dbpedia.org/resource/Gong_Li,k
http://ne.dbpedia.org/resource/गोङ_ली,http://uk.dbpedia.org/resource/Гун_Лі,k
http://ne.dbpedia.org/resource/गोङ_ली,http://uz.dbpedia.org/resource/Gong_Li,k
http://ne.dbpedia.org/resource/गोङ_ली,http://vi.dbpedia.org/resource/Củng_Lợi,k
http://ne.dbpedia.org/resource/गोङ_ली,http://war.dbpedia.org/resource/Gong_Li,k
http://ne.dbpedia.org/resource/गोङ_ली,http://www.wikidata.org/entity/Q150903,k
http://ne.dbpedia.org/resource/गोङ_ली,http://zh.dbpedia.org/resource/巩俐,k
http://nl.dbpedia.org/resource/Gong_Li,http://no.dbpedia.org/resource/Gong_Li,k
http://nl.dbpedia.org/resource/Gong_Li,http://pl.dbpedia.org/resource/Gong_Li,k
http://nl.dbpedia.org/resource/Gong_Li,http://pt.dbpedia.org/resource/Gong_Li,k
http://nl.dbpedia.org/resource/Gong_Li,http://rdf.freebase.com/ns/m.0139t1,k
http://nl.dbpedia.org/resource/Gong_Li,http://ro.dbpedia.org/resource/Gong_Li,k
http://nl.dbpedia.org/resource/Gong_Li,http://ru.dbpedia.org/resource/Гун_Ли,k
http://nl.dbpedia.org/resource/Gong_Li,http://sh.dbpedia.org/resource/Gong_Li,k
http://nl.dbpedia.org/resource/Gong_Li,http://sq.dbpedia.org/resource/Gong_Li,k
http://nl.dbpedia.org/resource/Gong_Li,http://sv.dbpedia.org/resource/Gong_Li,k
http://nl.dbpedia.org/resource/Gong_Li,http://th.dbpedia.org/resource/กง_ลี่,k
http://nl.dbpedia.org/resource/Gong_Li,http://tr.dbpedia.org/resource/Gong_Li,k
http://nl.dbpedia.org/resource/Gong_Li,http://uk.dbpedia.org/resource/Гун_Лі,k
http://nl.dbpedia.org/resource/Gong_Li,http://uk.dbpedia.org/resource/Ґун_Лі,k
http://nl.dbpedia.org/resource/Gong_Li,http://uz.dbpedia.org/resource/Gong_Li,k
http://nl.dbpedia.org/resource/Gong_Li,http://vi.dbpedia.org/resource/Củng_Lợi,k
http://nl.dbpedia.org/resource/Gong_Li,http://war.dbpedia.org/resource/Gong_Li,k
http://nl.dbpedia.org/resource/Gong_Li,http://www.wikidata.org/entity/Q150903,k
http://nl.dbpedia.org/resource/Gong_Li,http://zh.dbpedia.org/resource/巩俐,k
http://no.dbpedia.org/resource/Gong_Li,http://pl.dbpedia.org/resource/Gong_Li,k
http://no.dbpedia.org/resource/Gong_Li,http://pt.dbpedia.org/resource/Gong_Li,k
http://no.dbpedia.org/resource/Gong_Li,http://rdf.freebase.com/ns/m.0139t1,k
http://no.dbpedia.org/resource/Gong_Li,http://ro.dbpedia.org/resource/Gong_Li,k
http://no.dbpedia.org/resource/Gong_Li,http://ru.dbpedia.org/resource/Гун_Ли,k
http://no.dbpedia.org/resource/Gong_Li,http://sh.dbpedia.org/resource/Gong_Li,k
http://no.dbpedia.org/resource/Gong_Li,http://sq.dbpedia.org/resource/Gong_Li,k
http://no.dbpedia.org/resource/Gong_Li,http://sv.dbpedia.org/resource/Gong_Li,k
http://no.dbpedia.org/resource/Gong_Li,http://th.dbpedia.org/resource/กง_ลี่,k
http://no.dbpedia.org/resource/Gong_Li,http://tr.dbpedia.org/resource/Gong_Li,k
http://no.dbpedia.org/resource/Gong_Li,http://uk.dbpedia.org/resource/Гун_Лі,k
http://no.dbpedia.org/resource/Gong_Li,http://uz.dbpedia.org/resource/Gong_Li,k
http://no.dbpedia.org/resource/Gong_Li,http://vi.dbpedia.org/resource/Củng_Lợi,k
http://no.dbpedia.org/resource/Gong_Li,http://war.dbpedia.org/resource/Gong_Li,k
http://no.dbpedia.org/resource/Gong_Li,http://www.wikidata.org/entity/Q150903,k
http://no.dbpedia.org/resource/Gong_Li,http://zh.dbpedia.org/resource/巩俐,k
http://pl.dbpedia.org/resource/Gong_Li,http://pt.dbpedia.org/resource/Gong_Li,k
http://pl.dbpedia.org/resource/Gong_Li,http://rdf.freebase.com/ns/m.0139t1,k
http://pl.dbpedia.org/resource/Gong_Li,http://ro.dbpedia.org/resource/Gong_Li,k
http://pl.dbpedia.org/resource/Gong_Li,http://ru.dbpedia.org/resource/Гун_Ли,k
http://pl.dbpedia.org/resource/Gong_Li,http://sh.dbpedia.org/resource/Gong_Li,k
http://pl.dbpedia.org/resource/Gong_Li,http://sq.dbpedia.org/resource/Gong_Li,k
http://pl.dbpedia.org/resource/Gong_Li,http://sv.dbpedia.org/resource/Gong_Li,k
http://pl.dbpedia.org/resource/Gong_Li,http://th.dbpedia.org/resource/กง_ลี่,k
http://pl.dbpedia.org/resource/Gong_Li,http://tr.dbpedia.org/resource/Gong_Li,k
http://pl.dbpedia.org/resource/Gong_Li,http://uk.dbpedia.org/resource/Гун_Лі,k
http://pl.dbpedia.org/resource/Gong_Li,http://uk.dbpedia.org/resource/Ґун_Лі,k
http://pl.dbpedia.org/resource/Gong_Li,http://uz.dbpedia.org/resource/Gong_Li,k
http://pl.dbpedia.org/resource/Gong_Li,http://vi.dbpedia.org/resource/Củng_Lợi,k
http://pl.dbpedia.org/resource/Gong_Li,http://war.dbpedia.org/resource/Gong_Li,k
http://pl.dbpedia.org/resource/Gong_Li,http://www.wikidata.org/entity/Q150903,k
http://pl.dbpedia.org/resource/Gong_Li,http://zh.dbpedia.org/resource/巩俐,k
http://pt.dbpedia.org/resource/Gong_Li,http://rdf.freebase.com/ns/m.0139t1,k
http://pt.dbpedia.org/resource/Gong_Li,http://ro.dbpedia.org/resource/Gong_Li,k
http://pt.dbpedia.org/resource/Gong_Li,http://ru.dbpedia.org/resource/Гун_Ли,k
http://pt.dbpedia.org/resource/Gong_Li,http://sh.dbpedia.org/resource/Gong_Li,k
http://pt.dbpedia.org/resource/Gong_Li,http://sq.dbpedia.org/resource/Gong_Li,k
http://pt.dbpedia.org/resource/Gong_Li,http://sv.dbpedia.org/resource/Gong_Li,k
http://pt.dbpedia.org/resource/Gong_Li,http://th.dbpedia.org/resource/กง_ลี่,k
http://pt.dbpedia.org/resource/Gong_Li,http://tr.dbpedia.org/resource/Gong_Li,k
http://pt.dbpedia.org/resource/Gong_Li,http://uk.dbpedia.org/resource/Гун_Лі,k
http://pt.dbpedia.org/resource/Gong_Li,http://uk.dbpedia.org/resource/Ґун_Лі,k
http://pt.dbpedia.org/resource/Gong_Li,http://uz.dbpedia.org/resource/Gong_Li,k
http://pt.dbpedia.org/resource/Gong_Li,http://vi.dbpedia.org/resource/Củng_Lợi,k
http://pt.dbpedia.org/resource/Gong_Li,http://war.dbpedia.org/resource/Gong_Li,k
http://pt.dbpedia.org/resource/Gong_Li,http://www.wikidata.org/entity/Q150903,k
http://pt.dbpedia.org/resource/Gong_Li,http://zh.dbpedia.org/resource/巩俐,k
http://rdf.freebase.com/ns/m.0139t1,http://www.wikidata.org/entity/Q150903,k
http://rdf.freebase.com/ns/m.0139t1,http://ro.dbpedia.org/resource/Gong_Li,k
http://rdf.freebase.com/ns/m.0139t1,http://ru.dbpedia.org/resource/Гун_Ли,k
http://rdf.freebase.com/ns/m.0139t1,http://sv.dbpedia.org/resource/Gong_Li,k
http://rdf.freebase.com/ns/m.0139t1,http://th.dbpedia.org/resource/กง_ลี่,k
http://rdf.freebase.com/ns/m.0139t1,http://tr.dbpedia.org/resource/Gong_Li,k
http://rdf.freebase.com/ns/m.0139t1,http://uk.dbpedia.org/resource/Гун_Лі,k
http://rdf.freebase.com/ns/m.0139t1,http://vi.dbpedia.org/resource/Củng_Lợi,k
http://ro.dbpedia.org/resource/Gong_Li,http://ru.dbpedia.org/resource/Гун_Ли,k
http://ro.dbpedia.org/resource/Gong_Li,http://sh.dbpedia.org/resource/Gong_Li,k
http://ro.dbpedia.org/resource/Gong_Li,http://sq.dbpedia.org/resource/Gong_Li,k
http://ro.dbpedia.org/resource/Gong_Li,http://sv.dbpedia.org/resource/Gong_Li,k
http://ro.dbpedia.org/resource/Gong_Li,http://th.dbpedia.org/resource/กง_ลี่,k
http://ro.dbpedia.org/resource/Gong_Li,http://tr.dbpedia.org/resource/Gong_Li,k
http://ro.dbpedia.org/resource/Gong_Li,http://uk.dbpedia.org/resource/Гун_Лі,k
http://ro.dbpedia.org/resource/Gong_Li,http://uk.dbpedia.org/resource/Ґун_Лі,k
http://ro.dbpedia.org/resource/Gong_Li,http://uz.dbpedia.org/resource/Gong_Li,k
http://ro.dbpedia.org/resource/Gong_Li,http://vi.dbpedia.org/resource/Củng_Lợi,k
http://ro.dbpedia.org/resource/Gong_Li,http://war.dbpedia.org/resource/Gong_Li,k
http://ro.dbpedia.org/resource/Gong_Li,http://www.wikidata.org/entity/Q150903,k
http://ro.dbpedia.org/resource/Gong_Li,http://zh.dbpedia.org/resource/巩俐,k
http://ru.dbpedia.org/resource/Гун_Ли,http://ru.dbpedia.org/resource/%D0%93%D1%83%D0%BD_%D0%9B%D0%B8,k
http://ru.dbpedia.org/resource/Гун_Ли,http://sh.dbpedia.org/resource/Gong_Li,k
http://ru.dbpedia.org/resource/Гун_Ли,http://sq.dbpedia.org/resource/Gong_Li,k
http://ru.dbpedia.org/resource/Гун_Ли,http://sv.dbpedia.org/resource/Gong_Li,k
http://ru.dbpedia.org/resource/Гун_Ли,http://th.dbpedia.org/resource/กง_ลี่,k
http://ru.dbpedia.org/resource/Гун_Ли,http://tr.dbpedia.org/resource/Gong_Li,k
http://ru.dbpedia.org/resource/Гун_Ли,http://uk.dbpedia.org/resource/Гун_Лі,k
http://ru.dbpedia.org/resource/Гун_Ли,http://uk.dbpedia.org/resource/Ґун_Лі,k
http://ru.dbpedia.org/resource/Гун_Ли,http://uz.dbpedia.org/resource/Gong_Li,k
http://ru.dbpedia.org/resource/Гун_Ли,http://vi.dbpedia.org/resource/Củng_Lợi,k
http://ru.dbpedia.org/resource/Гун_Ли,http://war.dbpedia.org/resource/Gong_Li,k
http://ru.dbpedia.org/resource/Гун_Ли,http://www.wikidata.org/entity/Q150903,k
http://ru.dbpedia.org/resource/Гун_Ли,http://zh.dbpedia.org/resource/巩俐,k
http://sh.dbpedia.org/resource/Gong_Li,http://sq.dbpedia.org/resource/Gong_Li,k
http://sh.dbpedia.org/resource/Gong_Li,http://sv.dbpedia.org/resource/Gong_Li,k
http://sh.dbpedia.org/resource/Gong_Li,http://th.dbpedia.org/resource/กง_ลี่,k
http://sh.dbpedia.org/resource/Gong_Li,http://tr.dbpedia.org/resource/Gong_Li,k
http://sh.dbpedia.org/resource/Gong_Li,http://uk.dbpedia.org/resource/Гун_Лі,k
http://sh.dbpedia.org/resource/Gong_Li,http://uz.dbpedia.org/resource/Gong_Li,k
http://sh.dbpedia.org/resource/Gong_Li,http://vi.dbpedia.org/resource/Củng_Lợi,k
http://sh.dbpedia.org/resource/Gong_Li,http://war.dbpedia.org/resource/Gong_Li,k
